tempo,mao,angulo,velocidade_px_s,tempo_up_s
20.77,Right,0.00,632.14,12.47
20.77,Left,0.00,191.24,0.00
20.83,Right,0.00,632.14,12.47
20.83,Left,0.00,152.91,0.00
20.89,Right,0.00,632.14,12.47
20.89,Left,0.00,185.10,0.00
20.95,Right,0.00,632.14,12.47
20.95,Left,0.00,138.70,0.00
21.01,Right,0.00,632.14,12.47
21.01,Left,0.00,185.05,0.00
21.08,Right,0.00,632.14,12.47
21.08,Left,0.00,362.40,0.00
21.15,Right,0.00,632.14,12.47
21.15,Left,0.00,491.53,0.00
21.21,Right,0.00,632.14,12.47
21.21,Left,0.00,542.60,0.00
21.27,Right,0.00,632.14,12.47
21.27,Left,0.00,628.73,0.00
21.34,Right,0.00,632.14,12.47
21.34,Left,0.00,778.13,0.00
21.38,Right,0.00,632.14,12.47
21.38,Left,0.00,808.41,0.00
21.45,Right,0.00,632.14,12.47
21.45,Left,0.00,741.71,0.00
21.51,Right,0.00,632.14,12.47
21.51,Left,0.00,642.51,0.00
21.58,Right,0.00,632.14,12.47
21.58,Left,0.00,495.67,0.00
21.62,Right,0.00,632.14,12.47
21.62,Left,0.00,355.32,0.00
21.68,Right,0.00,632.14,12.47
21.68,Left,0.00,327.50,0.00
21.74,Right,0.00,632.14,12.47
21.74,Left,0.00,434.14,0.00
21.80,Right,0.00,632.14,12.47
21.80,Left,0.00,355.59,0.00
21.86,Right,0.00,632.14,12.47
21.86,Left,0.00,317.38,0.00
21.92,Right,0.00,632.14,12.47
21.92,Left,0.00,352.23,0.00
21.98,Right,0.00,632.14,12.47
21.98,Left,0.00,512.08,0.00
22.04,Right,0.00,632.14,12.47
22.04,Left,0.00,466.04,0.00
22.10,Right,0.00,632.14,12.47
22.10,Left,0.00,427.76,0.00
22.16,Right,0.00,632.14,12.47
22.16,Left,0.00,402.76,0.00
22.22,Right,0.00,632.14,12.47
22.22,Left,0.00,396.73,0.00
22.28,Right,0.00,632.14,12.47
22.28,Left,0.00,219.73,0.00
22.34,Right,0.00,632.14,12.47
22.34,Left,0.00,137.20,0.00
22.40,Right,0.00,632.14,12.47
22.40,Left,0.00,130.12,0.00
22.46,Right,0.00,632.14,12.47
22.46,Left,0.00,226.79,0.00
22.52,Right,0.00,632.14,12.47
22.52,Left,0.00,224.04,0.00
22.58,Right,0.00,632.14,12.47
22.58,Left,0.00,266.84,0.00
22.64,Right,0.00,632.14,12.47
22.64,Left,0.00,306.09,0.00
22.71,Right,0.00,632.14,12.47
22.71,Left,0.00,419.39,0.00
22.76,Right,0.00,632.14,12.47
22.76,Left,0.00,545.96,0.00
22.83,Right,0.00,632.14,12.47
22.83,Left,0.00,597.76,0.00
22.89,Right,0.00,632.14,12.47
22.89,Left,0.00,597.76,0.00
22.94,Right,0.00,632.14,12.47
22.94,Left,0.00,597.76,0.00
22.99,Right,0.00,632.14,12.47
22.99,Left,0.00,597.76,0.00
23.03,Right,0.00,632.14,12.47
23.03,Left,0.00,597.76,0.00
23.09,Right,0.00,632.14,12.47
23.09,Left,0.00,1442.25,0.00
23.15,Right,0.00,632.14,12.47
23.15,Left,0.00,1421.96,0.00
23.22,Right,0.00,632.14,12.47
23.22,Left,0.00,1437.31,0.00
23.28,Right,0.00,632.14,12.47
23.28,Left,0.00,1342.71,0.00
23.34,Right,0.00,632.14,12.47
23.34,Left,0.00,1350.98,0.00
23.41,Right,0.00,632.14,12.47
23.41,Left,0.00,556.01,6.10
23.46,Right,0.00,632.14,12.47
23.46,Left,0.00,714.69,6.10
23.52,Right,0.00,632.14,12.47
23.52,Left,0.00,663.08,6.10
23.58,Right,0.00,632.14,12.47
23.58,Left,0.00,648.12,6.10
23.64,Right,0.00,632.14,12.47
23.64,Left,0.00,542.59,6.10
23.70,Right,0.00,632.14,12.47
23.70,Left,0.00,472.72,6.10
23.76,Right,0.00,632.14,12.47
23.76,Left,0.00,320.54,6.10
23.81,Right,0.00,632.14,12.47
23.81,Left,0.00,341.91,6.10
23.87,Right,0.00,632.14,12.47
23.87,Left,0.00,341.91,6.10
23.92,Right,0.00,632.14,12.47
23.92,Left,0.00,341.91,6.10
23.96,Right,0.00,632.14,12.47
23.96,Left,0.00,341.91,6.10
24.01,Right,0.00,632.14,12.47
24.01,Left,0.00,341.91,6.10
24.06,Right,0.00,632.14,12.47
24.06,Left,0.00,341.91,6.10
24.11,Right,0.00,632.14,12.47
24.11,Left,0.00,341.91,6.10
24.18,Right,0.00,632.14,12.47
24.18,Left,0.00,534.08,6.10
24.23,Right,0.00,632.14,12.47
24.23,Left,0.00,543.24,6.10
24.29,Right,0.00,632.14,12.47
24.29,Left,0.00,560.81,6.10
24.36,Right,0.00,632.14,12.47
24.36,Left,0.00,523.88,6.10
24.42,Right,0.00,632.14,12.47
24.42,Left,0.00,481.68,6.10
24.48,Right,0.00,632.14,12.47
24.48,Left,0.00,226.19,6.10
24.54,Right,0.00,632.14,12.47
24.54,Left,0.00,151.17,6.10
24.61,Right,0.00,2751.78,21.07
24.61,Left,0.00,155.42,6.10
24.67,Right,0.00,2734.48,21.07
24.67,Left,0.00,130.84,6.10
24.72,Right,0.00,2753.79,21.07
24.72,Left,0.00,167.27,6.10
24.77,Right,0.00,2753.79,21.07
24.77,Left,0.00,293.19,6.10
24.84,Right,0.00,2753.79,21.07
24.84,Left,0.00,660.09,6.10
24.89,Right,0.00,2753.79,21.07
24.89,Left,0.00,732.28,6.10
24.95,Right,0.00,2753.79,21.07
24.95,Left,0.00,775.21,6.10
25.01,Right,0.00,2753.79,21.07
25.01,Left,0.00,775.21,6.10
25.05,Right,0.00,2753.79,21.07
25.05,Left,0.00,775.21,6.10
25.11,Right,0.00,2753.79,21.07
25.11,Left,0.00,1069.45,6.10
25.17,Right,0.00,2753.79,21.07
25.17,Left,0.00,953.99,6.10
25.23,Right,0.00,2753.79,21.07
25.23,Left,0.00,801.54,6.10
25.29,Right,0.00,2753.79,21.07
25.29,Left,0.00,860.04,6.10
25.35,Right,0.00,2753.79,21.07
25.35,Left,0.00,769.39,6.10
25.41,Right,0.00,2753.79,21.07
25.41,Left,0.00,362.37,6.10
25.47,Right,0.00,2753.79,21.07
25.47,Left,0.00,286.87,6.10
25.54,Right,0.00,2753.79,21.07
25.54,Left,0.00,418.05,6.10
25.58,Right,0.00,2753.79,21.07
25.58,Left,0.00,611.43,6.10
25.64,Right,0.00,2753.79,21.07
25.64,Left,0.00,632.47,6.10
25.70,Right,0.00,2753.79,21.07
25.70,Left,0.00,662.92,6.10
25.76,Right,0.00,2753.79,21.07
25.76,Left,0.00,570.68,6.10
25.82,Right,0.00,2753.79,21.07
25.82,Left,0.00,484.13,6.10
25.88,Right,0.00,2753.79,21.07
25.88,Left,0.00,324.02,6.10
25.94,Right,0.00,2753.79,21.07
25.94,Left,0.00,287.36,6.10
26.01,Right,0.00,2753.79,21.07
26.01,Left,0.00,203.83,6.10
26.05,Right,0.00,2753.79,21.07
26.05,Left,0.00,267.74,6.10
26.11,Right,0.00,2753.79,21.07
26.11,Left,0.00,264.72,6.10
26.18,Right,0.00,2753.79,21.07
26.18,Left,0.00,274.91,6.10
26.24,Right,0.00,2753.79,21.07
26.24,Left,0.00,285.04,6.10
26.30,Right,0.00,2753.79,21.07
26.30,Left,0.00,266.31,6.10
26.36,Right,0.00,2753.79,21.07
26.36,Left,0.00,198.82,6.10
26.42,Right,0.00,2753.79,21.07
26.42,Left,0.00,200.24,6.10
26.48,Right,0.00,2753.79,21.07
26.48,Left,0.00,269.41,6.10
26.55,Right,0.00,2753.79,21.07
26.55,Left,0.00,222.05,6.10
26.61,Right,0.00,2753.79,21.07
26.61,Left,0.00,198.62,6.10
26.67,Right,0.00,2753.79,21.07
26.67,Left,0.00,225.00,6.10
26.73,Right,0.00,2753.79,21.07
26.73,Left,0.00,208.14,6.10
26.79,Right,0.00,2753.79,21.07
26.79,Left,0.00,125.20,6.10
26.85,Right,0.00,2753.79,21.07
26.85,Left,0.00,126.59,6.10
26.91,Right,0.00,2753.79,21.07
26.91,Left,0.00,194.66,6.10
26.97,Right,0.00,2753.79,21.07
26.97,Left,0.00,163.34,6.10
27.03,Right,0.00,2753.79,21.07
27.03,Left,0.00,162.65,6.10
27.09,Right,0.00,2753.79,21.07
27.09,Left,0.00,156.95,6.10
27.16,Right,0.00,4928.50,21.07
27.16,Left,0.00,150.81,6.10
27.22,Right,0.00,4696.72,21.07
27.22,Left,0.00,81.60,6.10
27.28,Right,0.00,2637.05,21.07
27.28,Left,0.00,86.37,6.10
27.33,Right,0.00,2807.46,21.07
27.33,Left,0.00,121.29,6.10
27.39,Right,0.00,2858.13,21.07
27.39,Left,0.00,107.66,6.10
27.45,Right,0.00,657.92,21.07
27.45,Left,0.00,93.59,6.10
27.51,Right,0.00,631.54,21.07
27.51,Left,0.00,114.38,6.10
27.56,Right,0.00,534.69,21.07
27.56,Left,0.00,120.34,6.10
27.62,Right,0.00,331.12,21.07
27.62,Left,0.00,111.22,6.10
27.68,Right,0.00,204.12,21.07
27.68,Left,0.00,147.97,6.10
27.75,Right,0.00,118.70,21.07
27.75,Left,0.00,215.47,6.10
27.80,Right,0.00,82.87,21.07
27.80,Left,0.00,215.47,6.10
27.86,Right,0.00,84.03,21.07
27.86,Left,0.00,215.47,6.10
27.92,Right,0.00,80.71,21.07
27.92,Left,0.00,215.47,6.10
27.98,Right,0.00,83.61,21.07
27.98,Left,0.00,215.47,6.10
28.04,Right,0.00,139.39,21.07
28.04,Left,0.00,215.47,6.10
28.10,Right,0.00,152.98,21.07
28.10,Left,0.00,215.47,6.10
28.16,Right,0.00,210.20,21.07
28.16,Left,0.00,215.47,6.10
28.23,Right,0.00,623.57,21.07
28.23,Left,0.00,215.47,6.10
28.28,Right,0.00,803.14,21.07
28.28,Left,0.00,215.47,6.10
28.34,Right,0.00,825.65,21.07
28.34,Left,0.00,215.47,6.10
28.40,Right,0.00,818.30,21.07
28.40,Left,0.00,215.47,6.10
28.46,Right,0.00,595.92,21.07
28.46,Left,0.00,215.47,6.10
28.52,Right,0.00,505.09,21.07
28.52,Left,0.00,215.47,6.10
28.58,Right,0.00,308.69,21.07
28.58,Left,0.00,215.47,6.10
28.65,Right,0.00,360.15,21.07
28.65,Left,0.00,215.47,6.10
28.69,Right,0.00,425.51,21.07
28.69,Left,0.00,215.47,6.10
28.75,Right,0.00,428.19,21.07
28.75,Left,0.00,215.47,6.10
28.81,Right,0.00,503.33,21.07
28.81,Left,0.00,215.47,6.10
28.88,Right,0.00,392.50,21.07
28.88,Left,0.00,215.47,6.10
28.94,Right,0.00,499.94,21.07
28.94,Left,0.00,215.47,6.10
29.00,Right,0.00,420.91,21.07
29.00,Left,0.00,215.47,6.10
29.06,Right,0.00,363.35,21.07
29.06,Left,0.00,215.47,6.10
29.12,Right,0.00,296.14,21.07
29.12,Left,0.00,215.47,6.10
29.18,Right,0.00,260.75,21.07
29.18,Left,0.00,215.47,6.10
29.24,Right,0.00,154.88,21.07
29.24,Left,0.00,215.47,6.10
29.30,Right,0.00,150.00,21.07
29.30,Left,0.00,215.47,6.10
29.36,Right,0.00,153.48,21.07
29.36,Left,0.00,215.47,6.10
29.42,Right,0.00,109.09,21.07
29.42,Left,0.00,215.47,6.10
29.48,Right,0.00,118.71,21.07
29.48,Left,0.00,215.47,6.10
29.54,Right,0.00,115.61,21.07
29.54,Left,0.00,215.47,6.10
29.60,Right,0.00,155.27,21.07
29.60,Left,0.00,215.47,6.10
29.65,Right,0.00,138.05,21.07
29.65,Left,0.00,215.47,6.10
29.71,Right,0.00,146.48,21.07
29.71,Left,0.00,215.47,6.10
29.78,Right,0.00,173.14,21.07
29.78,Left,0.00,215.47,6.10
29.84,Right,0.00,164.36,21.07
29.84,Left,0.00,215.47,6.10
29.89,Right,0.00,119.36,21.07
29.89,Left,0.00,215.47,6.10
29.96,Right,0.00,136.41,21.07
29.96,Left,0.00,215.47,6.10
30.02,Right,0.00,157.22,21.07
30.02,Left,0.00,215.47,6.10
30.09,Right,0.00,359.73,21.07
30.09,Left,0.00,215.47,6.10
30.14,Right,0.00,621.82,21.07
30.14,Left,0.00,215.47,6.10
30.20,Right,0.00,639.72,21.07
30.20,Left,0.00,215.47,6.10
30.25,Right,0.00,708.58,21.07
30.25,Left,0.00,215.47,6.10
30.32,Right,0.00,510.94,21.07
30.32,Left,0.00,215.47,6.10
30.38,Right,0.00,412.95,21.07
30.38,Left,0.00,215.47,6.10
30.43,Right,0.00,315.67,21.07
30.43,Left,0.00,215.47,6.10
30.49,Right,0.00,217.72,21.07
30.49,Left,0.00,215.47,6.10
30.55,Right,0.00,137.56,21.07
30.55,Left,0.00,215.47,6.10
30.62,Right,0.00,171.54,21.07
30.62,Left,0.00,215.47,6.10
30.68,Right,0.00,227.41,21.07
30.68,Left,0.00,215.47,6.10
30.74,Right,0.00,217.74,21.07
30.74,Left,0.00,215.47,6.10
30.81,Right,0.00,196.82,21.07
30.81,Left,0.00,215.47,6.10
30.87,Right,0.00,138.17,21.07
30.87,Left,0.00,215.47,6.10
30.93,Right,0.00,180.31,21.07
30.93,Left,0.00,215.47,6.10
30.99,Right,0.00,185.72,21.07
30.99,Left,0.00,215.47,6.10
31.05,Right,0.00,251.62,21.07
31.05,Left,0.00,215.47,6.10
31.12,Right,0.00,575.76,21.07
31.12,Left,0.00,215.47,6.10
31.18,Right,0.00,678.72,21.07
31.18,Left,0.00,215.47,6.10
31.25,Right,0.00,687.05,21.07
31.25,Left,0.00,215.47,6.10
31.30,Right,0.00,655.14,21.07
31.30,Left,0.00,215.47,6.10
31.36,Right,0.00,615.44,21.07
31.36,Left,0.00,215.47,6.10
31.42,Right,0.00,332.97,21.07
31.42,Left,0.00,215.47,6.10
31.48,Right,0.00,279.95,21.07
31.48,Left,0.00,215.47,6.10
31.54,Right,0.00,278.97,21.07
31.54,Left,0.00,215.47,6.10
31.61,Right,0.00,278.97,21.07
31.61,Left,0.00,215.47,6.10
31.67,Right,0.00,278.97,21.07
31.67,Left,0.00,215.47,6.10
31.73,Right,0.00,278.97,21.07
31.73,Left,0.00,215.47,6.10
31.77,Right,0.00,278.97,21.07
31.77,Left,0.00,215.47,6.10
31.83,Right,0.00,1030.14,21.07
31.83,Left,0.00,215.47,6.10
31.89,Right,0.00,1027.86,21.07
31.89,Left,0.00,215.47,6.10
31.95,Right,0.00,1085.92,21.07
31.95,Left,0.00,215.47,6.10
32.01,Right,0.00,1198.16,21.07
32.01,Left,0.00,215.47,6.10
32.07,Right,0.00,1136.53,21.07
32.07,Left,0.00,215.47,6.10
32.13,Right,0.00,380.38,21.07
32.13,Left,0.00,215.47,6.10
32.18,Right,0.00,366.10,21.07
32.18,Left,0.00,215.47,6.10
32.25,Right,0.00,306.45,21.07
32.25,Left,0.00,215.47,6.10
32.31,Right,0.00,176.35,21.07
32.31,Left,0.00,215.47,6.10
32.38,Right,0.00,161.53,21.07
32.38,Left,0.00,215.47,6.10
32.44,Right,0.00,202.59,21.07
32.44,Left,0.00,215.47,6.10
32.50,Right,0.00,279.82,21.07
32.50,Left,0.00,215.47,6.10
32.56,Right,0.00,306.64,21.07
32.56,Left,0.00,215.47,6.10
32.62,Right,0.00,297.62,21.07
32.62,Left,0.00,215.47,6.10
32.68,Right,0.00,383.02,21.07
32.68,Left,0.00,215.47,6.10
32.73,Right,0.00,329.97,21.07
32.73,Left,0.00,215.47,6.10
32.79,Right,0.00,232.61,21.07
32.79,Left,0.00,215.47,6.10
32.85,Right,0.00,187.30,21.07
32.85,Left,0.00,215.47,6.10
32.91,Right,0.00,198.88,21.07
32.91,Left,0.00,215.47,6.10
32.97,Right,0.00,131.14,21.07
32.97,Left,0.00,215.47,6.10
33.03,Right,0.00,118.87,21.07
33.03,Left,0.00,215.47,6.10
33.09,Right,0.00,117.23,21.07
33.09,Left,0.00,215.47,6.10
33.14,Right,0.00,123.06,21.07
33.14,Left,0.00,215.47,6.10
33.21,Right,0.00,81.47,21.07
33.21,Left,0.00,215.47,6.10
33.27,Right,0.00,65.04,21.07
33.27,Left,0.00,215.47,6.10
33.33,Right,0.00,90.44,21.07
33.33,Left,0.00,215.47,6.10
33.38,Right,0.00,121.94,21.07
33.38,Left,0.00,215.47,6.10
33.45,Right,0.00,94.60,21.07
33.45,Left,0.00,215.47,6.10
33.51,Right,0.00,86.62,21.07
33.51,Left,0.00,215.47,6.10
33.57,Right,0.00,82.19,21.07
33.57,Left,0.00,215.47,6.10
33.63,Right,0.00,103.48,21.07
33.63,Left,0.00,215.47,6.10
33.68,Right,0.00,88.25,21.07
33.68,Left,0.00,215.47,6.10
33.74,Right,0.00,99.02,21.07
33.74,Left,0.00,215.47,6.10
33.80,Right,0.00,194.69,21.07
33.80,Left,0.00,215.47,6.10
33.86,Right,0.00,213.12,21.07
33.86,Left,0.00,215.47,6.10
33.93,Right,0.00,194.40,21.07
33.93,Left,0.00,215.47,6.10
33.98,Right,0.00,200.02,21.07
33.98,Left,0.00,215.47,6.10
34.04,Right,0.00,274.25,21.07
34.04,Left,0.00,215.47,6.10
34.10,Right,0.00,170.84,21.07
34.10,Left,0.00,215.47,6.10
34.16,Right,0.00,150.66,21.07
34.16,Left,0.00,215.47,6.10
34.22,Right,0.00,125.09,21.07
34.22,Left,0.00,215.47,6.10
34.28,Right,0.00,106.17,21.07
34.28,Left,0.00,215.47,6.10
34.34,Right,0.00,42.26,21.07
34.34,Left,0.00,215.47,6.10
34.39,Right,0.00,54.33,21.07
34.39,Left,0.00,215.47,6.10
34.45,Right,0.00,59.81,21.07
34.45,Left,0.00,215.47,6.10
34.51,Right,0.00,96.41,21.07
34.51,Left,0.00,215.47,6.10
34.57,Right,0.00,112.09,21.07
34.57,Left,0.00,215.47,6.10
34.62,Right,0.00,99.37,21.07
34.62,Left,0.00,215.47,6.10
34.68,Right,0.00,98.16,21.07
34.68,Left,0.00,215.47,6.10
34.74,Right,0.00,96.81,21.07
34.74,Left,0.00,215.47,6.10
34.80,Right,0.00,88.78,21.07
34.80,Left,0.00,215.47,6.10
34.86,Right,0.00,82.63,21.07
34.86,Left,0.00,215.47,6.10
34.92,Right,0.00,87.70,21.07
34.92,Left,0.00,215.47,6.10
34.98,Right,0.00,92.74,21.07
34.98,Left,0.00,215.47,6.10
35.04,Right,0.00,93.78,21.07
35.04,Left,0.00,215.47,6.10
35.10,Right,0.00,67.35,21.07
35.10,Left,0.00,215.47,6.10
35.16,Right,0.00,73.43,21.07
35.16,Left,0.00,215.47,6.10
35.22,Right,0.00,95.41,21.07
35.22,Left,0.00,215.47,6.10
35.28,Right,0.00,94.86,21.07
35.28,Left,0.00,215.47,6.10
35.34,Right,0.00,99.05,21.07
35.34,Left,0.00,215.47,6.10
35.40,Right,0.00,100.87,21.07
35.40,Left,0.00,215.47,6.10
35.46,Right,0.00,102.94,21.07
35.46,Left,0.00,215.47,6.10
35.52,Right,0.00,69.35,21.07
35.52,Left,0.00,215.47,6.10
35.58,Right,0.00,60.12,21.07
35.58,Left,0.00,215.47,6.10
35.64,Right,0.00,49.83,21.07
35.64,Left,0.00,215.47,6.10
35.69,Right,0.00,58.45,21.07
35.69,Left,0.00,215.47,6.10
35.75,Right,0.00,54.98,21.07
35.75,Left,0.00,215.47,6.10
35.81,Right,0.00,60.38,21.07
35.81,Left,0.00,215.47,6.10
35.87,Right,0.00,62.69,21.07
35.87,Left,0.00,215.47,6.10
35.93,Right,0.00,96.84,21.07
35.93,Left,0.00,215.47,6.10
35.99,Right,0.00,92.48,21.07
35.99,Left,0.00,215.47,6.10
36.05,Right,0.00,80.44,21.07
36.05,Left,0.00,215.47,6.10
36.10,Right,0.00,109.83,21.07
36.10,Left,0.00,215.47,6.10
36.16,Right,0.00,126.28,21.07
36.16,Left,0.00,215.47,6.10
36.23,Right,0.00,102.60,21.07
36.23,Left,0.00,215.47,6.10
36.28,Right,0.00,105.81,21.07
36.28,Left,0.00,215.47,6.10
36.34,Right,0.00,130.38,21.07
36.34,Left,0.00,215.47,6.10
36.40,Right,0.00,134.28,21.07
36.40,Left,0.00,215.47,6.10
36.46,Right,0.00,134.98,21.07
36.46,Left,0.00,215.47,6.10
36.52,Right,0.00,140.17,21.07
36.52,Left,0.00,215.47,6.10
36.58,Right,0.00,133.70,21.07
36.58,Left,0.00,215.47,6.10
36.64,Right,0.00,136.24,21.07
36.64,Left,0.00,215.47,6.10
36.70,Right,0.00,108.80,21.07
36.70,Left,0.00,215.47,6.10
36.77,Right,0.00,87.94,21.07
36.77,Left,0.00,215.47,6.10
36.83,Right,0.00,77.26,21.07
36.83,Left,0.00,215.47,6.10
36.90,Right,0.00,79.79,21.07
36.90,Left,0.00,215.47,6.10
36.98,Right,0.00,215.64,21.07
36.98,Left,0.00,215.47,6.10
37.04,Right,0.00,225.00,21.07
37.04,Left,0.00,215.47,6.10
37.10,Right,0.00,234.52,21.07
37.10,Left,0.00,215.47,6.10
37.16,Right,0.00,230.99,21.07
37.16,Left,0.00,215.47,6.10
37.21,Right,0.00,177.65,21.07
37.21,Left,0.00,215.47,6.10
37.27,Right,0.00,97.82,21.07
37.27,Left,0.00,215.47,6.10
37.34,Right,0.00,85.51,21.07
37.34,Left,0.00,215.47,6.10
37.40,Right,0.00,76.02,21.07
37.40,Left,0.00,215.47,6.10
37.45,Right,0.00,104.11,21.07
37.45,Left,0.00,215.47,6.10
37.52,Right,0.00,68.78,21.07
37.52,Left,0.00,215.47,6.10
37.57,Right,0.00,60.52,21.07
37.57,Left,0.00,215.47,6.10
37.63,Right,0.00,71.14,21.07
37.63,Left,0.00,215.47,6.10
37.69,Right,0.00,88.50,21.07
37.69,Left,0.00,215.47,6.10
37.75,Right,0.00,64.47,21.07
37.75,Left,0.00,215.47,6.10
37.81,Right,0.00,61.35,21.07
37.81,Left,0.00,215.47,6.10
37.87,Right,0.00,61.96,21.07
37.87,Left,0.00,215.47,6.10
37.93,Right,0.00,82.02,21.07
37.93,Left,0.00,215.47,6.10
37.99,Right,0.00,56.13,21.07
37.99,Left,0.00,215.47,6.10
38.05,Right,0.00,65.67,21.07
38.05,Left,0.00,215.47,6.10
38.11,Right,0.00,62.59,21.07
38.11,Left,0.00,215.47,6.10
38.17,Right,0.00,86.45,21.07
38.17,Left,0.00,215.47,6.10
38.23,Right,0.00,66.35,21.07
38.23,Left,0.00,215.47,6.10
38.29,Right,0.00,66.58,21.07
38.29,Left,0.00,215.47,6.10
38.35,Right,0.00,71.03,21.07
38.35,Left,0.00,215.47,6.10
38.41,Right,0.00,87.98,21.07
38.41,Left,0.00,215.47,6.10
38.47,Right,0.00,75.48,21.07
38.47,Left,0.00,215.47,6.10
38.54,Right,0.00,70.15,21.07
38.54,Left,0.00,215.47,6.10
38.60,Right,0.00,152.44,21.07
38.60,Left,0.00,215.47,6.10
38.66,Right,0.00,153.30,21.07
38.66,Left,0.00,215.47,6.10
38.72,Right,0.00,160.91,21.07
38.72,Left,0.00,215.47,6.10
38.78,Right,0.00,176.59,21.07
38.78,Left,0.00,215.47,6.10
38.84,Right,0.00,229.03,21.07
38.84,Left,0.00,215.47,6.10
38.90,Right,0.00,194.18,21.07
38.90,Left,0.00,215.47,6.10
38.96,Right,0.00,189.36,21.07
38.96,Left,0.00,215.47,6.10
39.02,Right,0.00,303.17,21.07
39.02,Left,0.00,215.47,6.10
39.08,Right,0.00,306.63,21.07
39.08,Left,0.00,215.47,6.10
39.13,Right,0.00,310.48,21.07
39.13,Left,0.00,215.47,6.10
39.19,Right,0.00,294.72,21.07
39.19,Left,0.00,215.47,6.10
39.26,Right,0.00,280.09,21.07
39.26,Left,0.00,215.47,6.10
39.32,Right,0.00,223.39,21.07
39.32,Left,0.00,215.47,6.10
39.37,Right,0.00,228.13,21.07
39.37,Left,0.00,215.47,6.10
39.44,Right,0.00,176.55,21.07
39.44,Left,0.00,215.47,6.10
39.49,Right,0.00,177.66,21.07
39.49,Left,0.00,215.47,6.10
39.55,Right,0.00,180.53,21.07
39.55,Left,0.00,215.47,6.10
39.61,Right,0.00,122.16,21.07
39.61,Left,0.00,215.47,6.10
39.67,Right,0.00,99.99,21.07
39.67,Left,0.00,215.47,6.10
39.73,Right,0.00,200.82,21.07
39.73,Left,0.00,215.47,6.10
39.79,Right,0.00,207.97,21.07
39.79,Left,0.00,215.47,6.10
39.85,Right,0.00,230.82,21.07
39.85,Left,0.00,215.47,6.10
39.91,Right,0.00,295.86,21.07
39.91,Left,0.00,215.47,6.10
39.97,Right,0.00,361.61,21.07
39.97,Left,0.00,215.47,6.10
