tempo,mao,angulo,velocidade_px_s,tempo_up_s
59.13,Left,0.00,215.81,38.94
59.19,Right,0.00,279.55,41.01
59.19,Left,0.00,215.81,38.94
59.25,Right,0.00,124.80,41.01
59.25,Left,0.00,215.81,38.94
59.31,Right,0.00,116.84,41.01
59.31,Left,0.00,215.81,38.94
59.37,Right,0.00,152.21,41.01
59.37,Left,0.00,215.81,38.94
59.43,Right,0.00,141.69,41.01
59.43,Left,0.00,215.81,38.94
59.49,Right,0.00,147.11,41.01
59.49,Left,0.00,215.81,38.94
59.55,Right,0.00,149.37,41.01
59.55,Left,0.00,215.81,38.94
59.60,Right,0.00,171.99,41.01
59.60,Left,0.00,215.81,38.94
59.68,Right,0.00,450.82,41.01
59.68,Left,0.00,215.81,38.94
59.72,Right,0.00,651.81,41.01
59.72,Left,0.00,215.81,38.94
59.78,Right,0.00,696.86,41.01
59.78,Left,0.00,215.81,38.94
59.84,Right,0.00,698.39,41.01
59.84,Left,0.00,215.81,38.94
59.91,Right,0.00,762.29,41.01
59.91,Left,0.00,215.81,38.94
59.97,Right,0.00,797.47,41.01
59.97,Left,0.00,215.81,38.94
60.03,Right,0.00,701.81,41.01
60.03,Left,0.00,215.81,38.94
60.09,Right,0.00,701.81,41.01
60.09,Left,0.00,215.81,38.94
60.14,Right,0.00,701.81,41.01
60.14,Left,0.00,215.81,38.94
60.20,Right,0.00,1088.78,42.87
60.20,Left,0.00,215.81,38.94
60.26,Right,0.00,1282.45,42.87
60.26,Left,0.00,215.81,38.94
60.32,Right,0.00,1038.06,42.93
60.32,Left,0.00,215.81,38.94
60.38,Right,0.00,1059.18,42.93
60.38,Left,0.00,215.81,38.94
60.45,Right,0.00,660.47,42.93
60.45,Left,0.00,215.81,38.94
60.50,Right,0.00,660.47,42.93
60.50,Left,0.00,215.81,38.94
60.55,Right,0.00,660.47,42.93
60.55,Left,0.00,215.81,38.94
60.60,Right,0.00,660.47,42.93
60.60,Left,0.00,215.81,38.94
60.64,Right,0.00,660.47,42.93
60.64,Left,0.00,215.81,38.94
60.69,Right,0.00,660.47,42.93
60.69,Left,0.00,215.81,38.94
60.73,Right,0.00,660.47,42.93
60.73,Left,0.00,215.81,38.94
60.78,Right,0.00,660.47,42.93
60.78,Left,0.00,215.81,38.94
60.83,Right,0.00,660.47,42.93
60.83,Left,0.00,215.81,38.94
60.88,Right,0.00,660.47,42.93
60.88,Left,0.00,215.81,38.94
60.92,Right,0.00,660.47,42.93
60.92,Left,0.00,215.81,38.94
60.97,Right,0.00,660.47,42.93
60.97,Left,0.00,215.81,38.94
61.02,Right,0.00,660.47,42.93
61.02,Left,0.00,215.81,38.94
61.07,Right,0.00,660.47,42.93
61.07,Left,0.00,215.81,38.94
61.11,Right,0.00,660.47,42.93
61.11,Left,0.00,215.81,38.94
61.16,Right,0.00,660.47,42.93
61.16,Left,0.00,215.81,38.94
61.21,Right,0.00,660.47,42.93
61.21,Left,0.00,215.81,38.94
61.25,Right,0.00,660.47,42.93
61.25,Left,0.00,215.81,38.94
61.30,Right,0.00,660.47,42.93
61.30,Left,0.00,215.81,38.94
61.34,Right,0.00,660.47,42.93
61.34,Left,0.00,215.81,38.94
61.39,Right,0.00,660.47,42.93
61.39,Left,0.00,215.81,38.94
61.43,Right,0.00,660.47,42.93
61.43,Left,0.00,215.81,38.94
61.48,Right,0.00,660.47,42.93
61.48,Left,0.00,215.81,38.94
61.53,Right,0.00,660.47,42.93
61.53,Left,0.00,215.81,38.94
61.58,Right,0.00,660.47,42.93
61.58,Left,0.00,215.81,38.94
61.62,Right,0.00,660.47,42.93
61.62,Left,0.00,215.81,38.94
61.68,Right,0.00,660.47,42.93
61.68,Left,0.00,215.81,38.94
61.73,Right,0.00,660.47,42.93
61.73,Left,0.00,215.81,38.94
61.78,Right,0.00,660.47,42.93
61.78,Left,0.00,215.81,38.94
61.83,Right,0.00,660.47,42.93
61.83,Left,0.00,215.81,38.94
61.87,Right,0.00,660.47,42.93
61.87,Left,0.00,215.81,38.94
61.92,Right,0.00,660.47,42.93
61.92,Left,0.00,215.81,38.94
61.96,Right,0.00,660.47,42.93
61.96,Left,0.00,215.81,38.94
62.01,Right,0.00,660.47,42.93
62.01,Left,0.00,215.81,38.94
62.06,Right,0.00,660.47,42.93
62.06,Left,0.00,215.81,38.94
62.11,Right,0.00,660.47,42.93
62.11,Left,0.00,215.81,38.94
62.15,Right,0.00,660.47,42.93
62.15,Left,0.00,215.81,38.94
62.20,Right,0.00,660.47,42.93
62.20,Left,0.00,215.81,38.94
62.25,Right,0.00,660.47,42.93
62.25,Left,0.00,215.81,38.94
62.30,Right,0.00,660.47,42.93
62.30,Left,0.00,215.81,38.94
62.34,Right,0.00,660.47,42.93
62.34,Left,0.00,215.81,38.94
62.39,Right,0.00,660.47,42.93
62.39,Left,0.00,215.81,38.94
62.44,Right,0.00,660.47,42.93
62.44,Left,0.00,215.81,38.94
62.48,Right,0.00,660.47,42.93
62.48,Left,0.00,215.81,38.94
62.53,Right,0.00,660.47,42.93
62.53,Left,0.00,215.81,38.94
62.58,Right,0.00,660.47,42.93
62.58,Left,0.00,215.81,38.94
62.62,Right,0.00,660.47,42.93
62.62,Left,0.00,215.81,38.94
62.67,Right,0.00,660.47,42.93
62.67,Left,0.00,215.81,38.94
62.71,Right,0.00,660.47,42.93
62.71,Left,0.00,215.81,38.94
62.76,Right,0.00,660.47,42.93
62.76,Left,0.00,215.81,38.94
62.81,Right,0.00,660.47,42.93
62.81,Left,0.00,215.81,38.94
62.85,Right,0.00,660.47,42.93
62.85,Left,0.00,215.81,38.94
62.90,Right,0.00,660.47,42.93
62.90,Left,0.00,215.81,38.94
62.95,Right,0.00,660.47,42.93
62.95,Left,0.00,215.81,38.94
63.00,Right,0.00,660.47,42.93
63.00,Left,0.00,215.81,38.94
63.05,Right,0.00,660.47,42.93
63.05,Left,0.00,215.81,38.94
63.09,Right,0.00,660.47,42.93
63.09,Left,0.00,215.81,38.94
63.14,Right,0.00,660.47,42.93
63.14,Left,0.00,215.81,38.94
63.19,Right,0.00,660.47,42.93
63.19,Left,0.00,215.81,38.94
63.24,Right,0.00,660.47,42.93
63.24,Left,0.00,215.81,38.94
63.29,Right,0.00,660.47,42.93
63.29,Left,0.00,215.81,38.94
63.33,Right,0.00,660.47,42.93
63.33,Left,0.00,215.81,38.94
63.38,Right,0.00,660.47,42.93
63.38,Left,0.00,215.81,38.94
63.43,Right,0.00,660.47,42.93
63.43,Left,0.00,215.81,38.94
63.47,Right,0.00,660.47,42.93
63.47,Left,0.00,215.81,38.94
63.52,Right,0.00,660.47,42.93
63.52,Left,0.00,215.81,38.94
63.56,Right,0.00,660.47,42.93
63.56,Left,0.00,215.81,38.94
63.61,Right,0.00,660.47,42.93
63.61,Left,0.00,215.81,38.94
63.66,Right,0.00,660.47,42.93
63.66,Left,0.00,215.81,38.94
63.71,Right,0.00,660.47,42.93
63.71,Left,0.00,215.81,38.94
63.75,Right,0.00,660.47,42.93
63.75,Left,0.00,215.81,38.94
63.80,Right,0.00,660.47,42.93
63.80,Left,0.00,215.81,38.94
63.85,Right,0.00,660.47,42.93
63.85,Left,0.00,215.81,38.94
63.89,Right,0.00,660.47,42.93
63.89,Left,0.00,215.81,38.94
63.94,Right,0.00,660.47,42.93
63.94,Left,0.00,215.81,38.94
63.99,Right,0.00,660.47,42.93
63.99,Left,0.00,215.81,38.94
64.04,Right,0.00,660.47,42.93
64.04,Left,0.00,215.81,38.94
64.08,Right,0.00,660.47,42.93
64.08,Left,0.00,215.81,38.94
64.13,Right,0.00,660.47,42.93
64.13,Left,0.00,215.81,38.94
64.18,Right,0.00,660.47,42.93
64.18,Left,0.00,215.81,38.94
64.22,Right,0.00,660.47,42.93
64.22,Left,0.00,215.81,38.94
64.27,Right,0.00,660.47,42.93
64.27,Left,0.00,215.81,38.94
64.31,Right,0.00,660.47,42.93
64.31,Left,0.00,215.81,38.94
64.36,Right,0.00,660.47,42.93
64.36,Left,0.00,215.81,38.94
64.41,Right,0.00,660.47,42.93
64.41,Left,0.00,215.81,38.94
64.46,Right,0.00,660.47,42.93
64.46,Left,0.00,215.81,38.94
64.51,Right,0.00,660.47,42.93
64.51,Left,0.00,215.81,38.94
64.55,Right,0.00,660.47,42.93
64.55,Left,0.00,215.81,38.94
64.60,Right,0.00,660.47,42.93
64.60,Left,0.00,215.81,38.94
64.65,Right,0.00,660.47,42.93
64.65,Left,0.00,215.81,38.94
64.70,Right,0.00,660.47,42.93
64.70,Left,0.00,215.81,38.94
64.76,Right,0.00,660.47,42.93
64.76,Left,0.00,215.81,38.94
64.81,Right,0.00,660.47,42.93
64.81,Left,0.00,215.81,38.94
64.85,Right,0.00,660.47,42.93
64.85,Left,0.00,215.81,38.94
64.90,Right,0.00,660.47,42.93
64.90,Left,0.00,215.81,38.94
64.95,Right,0.00,660.47,42.93
64.95,Left,0.00,215.81,38.94
65.01,Right,0.00,660.47,42.93
65.01,Left,0.00,215.81,38.94
65.06,Right,0.00,660.47,42.93
65.06,Left,0.00,215.81,38.94
65.11,Right,0.00,660.47,42.93
65.11,Left,0.00,215.81,38.94
65.15,Right,0.00,660.47,42.93
65.15,Left,0.00,215.81,38.94
65.20,Right,0.00,660.47,42.93
65.20,Left,0.00,215.81,38.94
65.26,Right,0.00,1380.10,42.93
65.26,Left,0.00,215.81,38.94
65.32,Right,0.00,1368.71,42.93
65.32,Left,0.00,215.81,38.94
65.38,Right,0.00,1214.42,42.93
65.38,Left,0.00,215.81,38.94
65.44,Right,0.00,1099.24,42.93
65.44,Left,0.00,215.81,38.94
65.49,Right,0.00,1062.38,42.93
65.49,Left,0.00,215.81,38.94
65.55,Right,0.00,105.20,42.93
65.55,Left,0.00,215.81,38.94
65.61,Right,0.00,72.97,42.93
65.61,Left,0.00,215.81,38.94
65.68,Right,0.00,60.59,42.93
65.68,Left,0.00,215.81,38.94
65.74,Right,0.00,62.78,42.93
65.74,Left,0.00,215.81,38.94
65.80,Right,0.00,67.40,42.93
65.80,Left,0.00,215.81,38.94
65.86,Right,0.00,73.02,42.93
65.86,Left,0.00,215.81,38.94
65.92,Right,0.00,72.87,42.93
65.92,Left,0.00,215.81,38.94
65.98,Right,0.00,61.40,42.93
65.98,Left,0.00,215.81,38.94
66.04,Right,0.00,61.31,42.93
66.04,Left,0.00,215.81,38.94
66.10,Right,0.00,52.87,42.93
66.10,Left,0.00,215.81,38.94
66.16,Right,0.00,53.07,42.93
66.16,Left,0.00,215.81,38.94
66.22,Right,0.00,54.99,42.93
66.22,Left,0.00,215.81,38.94
66.29,Right,0.00,48.37,42.93
66.29,Left,0.00,215.81,38.94
66.35,Right,0.00,48.00,42.93
66.35,Left,0.00,215.81,38.94
66.42,Right,0.00,51.57,42.93
66.42,Left,0.00,215.81,38.94
66.48,Right,0.00,56.56,42.93
66.48,Left,0.00,215.81,38.94
66.54,Right,0.00,70.44,42.93
66.54,Left,0.00,215.81,38.94
66.60,Right,0.00,153.49,42.93
66.60,Left,0.00,215.81,38.94
66.66,Right,0.00,153.49,42.93
66.66,Left,0.00,215.81,38.94
66.72,Right,0.00,153.49,42.93
66.72,Left,0.00,215.81,38.94
66.76,Right,0.00,153.49,42.93
66.76,Left,0.00,215.81,38.94
66.81,Right,0.00,153.49,42.93
66.81,Left,0.00,215.81,38.94
66.87,Right,0.00,153.49,42.93
66.87,Left,0.00,215.81,38.94
66.92,Right,0.00,153.49,42.93
66.92,Left,0.00,215.81,38.94
66.97,Right,0.00,153.49,42.93
66.97,Left,0.00,215.81,38.94
67.02,Right,0.00,153.49,42.93
67.02,Left,0.00,215.81,38.94
67.06,Right,0.00,153.49,42.93
67.06,Left,0.00,215.81,38.94
67.11,Right,0.00,153.49,42.93
67.11,Left,0.00,215.81,38.94
67.16,Right,0.00,153.49,42.93
67.16,Left,0.00,215.81,38.94
67.21,Right,0.00,153.49,42.93
67.21,Left,0.00,215.81,38.94
67.26,Right,0.00,153.49,42.93
67.26,Left,0.00,215.81,38.94
67.30,Right,0.00,153.49,42.93
67.30,Left,0.00,215.81,38.94
67.35,Right,0.00,153.49,42.93
67.35,Left,0.00,215.81,38.94
67.40,Right,0.00,153.49,42.93
67.40,Left,0.00,215.81,38.94
67.45,Right,0.00,153.49,42.93
67.45,Left,0.00,215.81,38.94
67.49,Right,0.00,153.49,42.93
67.49,Left,0.00,215.81,38.94
67.54,Right,0.00,153.49,42.93
67.54,Left,0.00,215.81,38.94
67.59,Right,0.00,153.49,42.93
67.59,Left,0.00,215.81,38.94
67.64,Right,0.00,153.49,42.93
67.64,Left,0.00,215.81,38.94
67.68,Right,0.00,153.49,42.93
67.68,Left,0.00,215.81,38.94
67.74,Right,0.00,692.88,45.42
67.74,Left,0.00,215.81,38.94
67.80,Right,0.00,728.42,45.42
67.80,Left,0.00,215.81,38.94
67.88,Right,0.00,1179.69,45.42
67.88,Left,0.00,215.81,38.94
67.93,Right,0.00,1179.69,45.42
67.93,Left,0.00,215.81,38.94
67.99,Right,0.00,1889.82,45.42
67.99,Left,0.00,215.81,38.94
68.06,Right,0.00,1447.46,45.42
68.06,Left,0.00,215.81,38.94
68.12,Right,0.00,1493.32,45.42
68.12,Left,0.00,215.81,38.94
68.17,Right,0.00,1450.29,45.42
68.17,Left,0.00,215.81,38.94
68.23,Right,0.00,1384.10,45.42
68.23,Left,0.00,215.81,38.94
68.29,Right,0.00,675.71,45.42
68.29,Left,0.00,215.81,38.94
68.36,Right,0.00,1892.32,45.42
68.36,Left,0.00,215.81,38.94
68.41,Right,0.00,1778.16,45.42
68.41,Left,0.00,215.81,38.94
68.47,Right,0.00,1695.63,45.42
68.47,Left,0.00,215.81,38.94
68.53,Right,0.00,1824.60,45.42
68.53,Left,0.00,215.81,38.94
68.59,Right,0.00,1204.00,45.42
68.59,Left,0.00,215.81,38.94
68.65,Right,0.00,694.97,45.42
68.65,Left,0.00,215.81,38.94
68.71,Right,0.00,663.79,45.42
68.71,Left,0.00,215.81,38.94
68.77,Right,0.00,645.30,45.42
68.77,Left,0.00,215.81,38.94
68.83,Right,0.00,507.90,45.42
68.83,Left,0.00,215.81,38.94
68.89,Right,0.00,455.91,45.42
68.89,Left,0.00,215.81,38.94
68.95,Right,0.00,368.61,45.42
68.95,Left,0.00,215.81,38.94
69.01,Right,0.00,306.68,45.42
69.01,Left,0.00,215.81,38.94
69.07,Right,0.00,339.42,45.42
69.07,Left,0.00,215.81,38.94
69.13,Right,0.00,322.37,45.42
69.13,Left,0.00,215.81,38.94
69.19,Right,0.00,262.05,45.42
69.19,Left,0.00,215.81,38.94
69.24,Right,0.00,256.75,45.42
69.24,Left,0.00,215.81,38.94
69.30,Right,0.00,255.77,45.42
69.30,Left,0.00,215.81,38.94
69.36,Right,0.00,229.26,45.42
69.36,Left,0.00,215.81,38.94
69.42,Right,0.00,186.01,45.42
69.42,Left,0.00,215.81,38.94
69.48,Right,0.00,179.90,45.42
69.48,Left,0.00,215.81,38.94
69.55,Right,0.00,119.11,45.42
69.55,Left,0.00,215.81,38.94
69.61,Right,0.00,100.41,45.42
69.61,Left,0.00,215.81,38.94
69.67,Right,0.00,64.70,45.42
69.67,Left,0.00,215.81,38.94
69.73,Right,0.00,75.61,45.42
69.73,Left,0.00,215.81,38.94
69.79,Right,0.00,112.71,45.42
69.79,Left,0.00,215.81,38.94
69.85,Right,0.00,130.58,45.42
69.85,Left,0.00,215.81,38.94
69.91,Right,0.00,170.58,45.42
69.91,Left,0.00,215.81,38.94
69.97,Right,0.00,175.38,45.42
69.97,Left,0.00,215.81,38.94
70.03,Right,0.00,249.83,45.42
70.03,Left,0.00,215.81,38.94
70.09,Right,0.00,255.49,45.42
70.09,Left,0.00,215.81,38.94
70.15,Right,0.00,274.37,45.42
70.15,Left,0.00,215.81,38.94
70.21,Right,0.00,383.17,45.42
70.21,Left,0.00,215.81,38.94
70.27,Right,0.00,418.08,45.42
70.27,Left,0.00,215.81,38.94
70.32,Right,0.00,342.02,45.42
70.32,Left,0.00,215.81,38.94
70.38,Right,0.00,322.77,45.42
70.38,Left,0.00,215.81,38.94
70.44,Right,0.00,368.91,45.42
70.44,Left,0.00,215.81,38.94
70.50,Right,0.00,253.21,45.42
70.50,Left,0.00,215.81,38.94
70.56,Right,0.00,209.79,45.42
70.56,Left,0.00,215.81,38.94
70.62,Right,0.00,198.29,45.42
70.62,Left,0.00,215.81,38.94
70.68,Right,0.00,304.95,45.42
70.68,Left,0.00,215.81,38.94
70.74,Right,0.00,265.75,45.42
70.74,Left,0.00,215.81,38.94
70.80,Right,0.00,294.92,45.42
70.80,Left,0.00,215.81,38.94
70.86,Right,0.00,346.61,45.42
70.86,Left,0.00,215.81,38.94
70.93,Right,0.00,505.22,45.42
70.93,Left,0.00,215.81,38.94
71.00,Right,0.00,457.02,45.42
71.00,Left,0.00,215.81,38.94
71.06,Right,0.00,483.99,45.42
71.06,Left,0.00,215.81,38.94
71.12,Right,0.00,754.56,45.42
71.12,Left,0.00,215.81,38.94
71.18,Right,0.00,853.23,45.42
71.18,Left,0.00,215.81,38.94
71.24,Right,0.00,763.61,45.42
71.24,Left,0.00,215.81,38.94
71.30,Right,0.00,779.85,45.42
71.30,Left,0.00,215.81,38.94
71.36,Right,0.00,1028.18,45.42
71.36,Left,0.00,215.81,38.94
71.42,Right,0.00,825.76,45.42
71.42,Left,0.00,215.81,38.94
71.48,Right,0.00,733.75,45.42
71.48,Left,0.00,215.81,38.94
71.54,Right,0.00,739.44,45.42
71.54,Left,0.00,215.81,38.94
71.60,Right,0.00,1014.36,45.42
71.60,Left,0.00,215.81,38.94
71.66,Right,0.00,750.76,45.42
71.66,Left,0.00,215.81,38.94
71.72,Right,0.00,709.35,45.42
71.72,Left,0.00,215.81,38.94
71.77,Right,0.00,739.98,46.26
71.77,Left,0.00,215.81,38.94
71.83,Right,0.00,783.29,46.26
71.83,Left,0.00,215.81,38.94
71.89,Right,0.00,454.75,46.26
71.89,Left,0.00,215.81,38.94
71.95,Right,0.00,466.13,46.26
71.95,Left,0.00,215.81,38.94
72.01,Right,0.00,455.18,46.26
72.01,Left,0.00,215.81,38.94
72.07,Right,0.00,355.72,46.26
72.07,Left,0.00,215.81,38.94
72.13,Right,0.00,355.72,46.26
72.13,Left,0.00,215.81,38.94
72.18,Right,0.00,355.72,46.26
72.18,Left,0.00,215.81,38.94
72.23,Right,0.00,355.72,46.26
72.23,Left,0.00,215.81,38.94
72.27,Right,0.00,355.72,46.26
72.27,Left,0.00,215.81,38.94
72.33,Right,0.00,355.72,46.26
72.33,Left,0.00,215.81,38.94
72.37,Right,0.00,355.72,46.26
72.37,Left,0.00,215.81,38.94
72.42,Right,0.00,355.72,46.26
72.42,Left,0.00,215.81,38.94
72.47,Right,0.00,355.72,46.26
72.47,Left,0.00,215.81,38.94
72.53,Right,0.00,355.72,46.26
72.53,Left,0.00,215.81,38.94
72.59,Right,0.00,355.72,46.26
72.59,Left,0.00,215.81,38.94
72.63,Right,0.00,355.72,46.26
72.63,Left,0.00,215.81,38.94
72.68,Right,0.00,355.72,46.26
72.68,Left,0.00,215.81,38.94
72.73,Right,0.00,355.72,46.26
72.73,Left,0.00,215.81,38.94
72.78,Right,0.00,355.72,46.26
72.78,Left,0.00,215.81,38.94
72.82,Right,0.00,355.72,46.26
72.82,Left,0.00,215.81,38.94
72.87,Right,0.00,355.72,46.26
72.87,Left,0.00,215.81,38.94
72.92,Right,0.00,355.72,46.26
72.92,Left,0.00,215.81,38.94
72.97,Right,0.00,355.72,46.26
72.97,Left,0.00,215.81,38.94
73.02,Right,0.00,355.72,46.26
73.02,Left,0.00,215.81,38.94
73.06,Right,0.00,355.72,46.26
73.06,Left,0.00,215.81,38.94
73.11,Right,0.00,355.72,46.26
73.11,Left,0.00,215.81,38.94
73.16,Right,0.00,355.72,46.26
73.16,Left,0.00,215.81,38.94
73.21,Right,0.00,355.72,46.26
73.21,Left,0.00,215.81,38.94
73.25,Right,0.00,355.72,46.26
73.25,Left,0.00,215.81,38.94
73.30,Right,0.00,355.72,46.26
73.30,Left,0.00,215.81,38.94
73.34,Right,0.00,355.72,46.26
73.34,Left,0.00,215.81,38.94
73.39,Right,0.00,355.72,46.26
73.39,Left,0.00,215.81,38.94
73.44,Right,0.00,355.72,46.26
73.44,Left,0.00,215.81,38.94
73.48,Right,0.00,355.72,46.26
73.48,Left,0.00,215.81,38.94
73.53,Right,0.00,355.72,46.26
73.53,Left,0.00,215.81,38.94
73.58,Right,0.00,355.72,46.26
73.58,Left,0.00,215.81,38.94
73.63,Right,0.00,355.72,46.26
73.63,Left,0.00,215.81,38.94
73.68,Right,0.00,355.72,46.26
73.68,Left,0.00,215.81,38.94
73.73,Right,0.00,355.72,46.26
73.73,Left,0.00,215.81,38.94
73.78,Right,0.00,355.72,46.26
73.78,Left,0.00,215.81,38.94
73.83,Right,0.00,355.72,46.26
73.83,Left,0.00,215.81,38.94
73.88,Right,0.00,355.72,46.26
73.88,Left,0.00,215.81,38.94
73.93,Right,0.00,355.72,46.26
73.93,Left,0.00,215.81,38.94
73.98,Right,0.00,355.72,46.26
73.98,Left,0.00,215.81,38.94
74.03,Right,0.00,355.72,46.26
74.03,Left,0.00,215.81,38.94
74.08,Right,0.00,355.72,46.26
74.08,Left,0.00,215.81,38.94
74.13,Right,0.00,355.72,46.26
74.13,Left,0.00,215.81,38.94
74.18,Right,0.00,355.72,46.26
74.18,Left,0.00,215.81,38.94
74.24,Right,0.00,355.72,46.26
74.24,Left,0.00,215.81,38.94
74.29,Right,0.00,355.72,46.26
74.29,Left,0.00,215.81,38.94
74.33,Right,0.00,355.72,46.26
74.33,Left,0.00,215.81,38.94
74.38,Right,0.00,355.72,46.26
74.38,Left,0.00,215.81,38.94
74.43,Right,0.00,355.72,46.26
74.43,Left,0.00,215.81,38.94
74.48,Right,0.00,355.72,46.26
74.48,Left,0.00,215.81,38.94
74.53,Right,0.00,355.72,46.26
74.53,Left,0.00,215.81,38.94
74.58,Right,0.00,355.72,46.26
74.58,Left,0.00,215.81,38.94
74.62,Right,0.00,355.72,46.26
74.62,Left,0.00,215.81,38.94
74.67,Right,0.00,355.72,46.26
74.67,Left,0.00,215.81,38.94
74.72,Right,0.00,355.72,46.26
74.72,Left,0.00,215.81,38.94
74.77,Right,0.00,355.72,46.26
74.77,Left,0.00,215.81,38.94
75.08,Right,0.00,355.72,46.26
75.08,Left,0.00,215.81,38.94
75.23,Right,0.00,355.72,46.26
75.23,Left,0.00,215.81,38.94
75.31,Right,0.00,355.72,46.26
75.31,Left,0.00,215.81,38.94
75.37,Right,0.00,355.72,46.26
75.37,Left,0.00,215.81,38.94
75.42,Right,0.00,355.72,46.26
75.42,Left,0.00,215.81,38.94
75.47,Right,0.00,355.72,46.26
75.47,Left,0.00,215.81,38.94
75.51,Right,0.00,355.72,46.26
75.51,Left,0.00,215.81,38.94
75.57,Right,0.00,355.72,46.26
75.57,Left,0.00,215.81,38.94
75.61,Right,0.00,355.72,46.26
75.61,Left,0.00,215.81,38.94
75.68,Right,0.00,355.72,46.26
75.68,Left,0.00,215.81,38.94
75.73,Right,0.00,355.72,46.26
75.73,Left,0.00,215.81,38.94
75.78,Right,0.00,355.72,46.26
75.78,Left,0.00,215.81,38.94
75.84,Right,0.00,355.72,46.26
75.84,Left,0.00,215.81,38.94
75.89,Right,0.00,355.72,46.26
75.89,Left,0.00,215.81,38.94
75.93,Right,0.00,355.72,46.26
75.93,Left,0.00,215.81,38.94
75.98,Right,0.00,355.72,46.26
75.98,Left,0.00,215.81,38.94
76.03,Right,0.00,355.72,46.26
76.03,Left,0.00,215.81,38.94
76.08,Right,0.00,355.72,46.26
76.08,Left,0.00,215.81,38.94
76.13,Right,0.00,355.72,46.26
76.13,Left,0.00,215.81,38.94
76.17,Right,0.00,355.72,46.26
76.17,Left,0.00,215.81,38.94
76.22,Right,0.00,355.72,46.26
76.22,Left,0.00,215.81,38.94
76.27,Right,0.00,355.72,46.26
76.27,Left,0.00,215.81,38.94
